tanggal,NAV,AUM
2011-12-01,NA,350020000.0
2012-01-01,NA,6670000000.0
2012-01-02,1000.0,NA
2012-01-12,1000.0,NA
2012-01-24,1000.0,NA
2012-02-01,1000.0,128220000000.0
2012-02-13,1000.0,NA
2012-02-20,1000.0,NA
2012-03-01,1000.0,71300000000.0
2012-03-12,1000.0,NA
2012-03-21,1000.0,NA
2012-04-01,NA,81940000000.0
2012-04-02,1000.0,NA
2012-04-09,1000.0,NA
2012-04-19,1000.0,NA
2012-04-30,1000.0,NA
2012-05-01,NA,79330000000.0
2012-05-09,1000.0,NA
2012-05-21,1000.0,NA
2012-05-28,1000.0,NA
2012-06-01,NA,76610000000.0
2012-06-07,1000.0,NA
2012-06-18,1000.0,NA
2012-06-27,1000.0,NA
2012-07-01,NA,91830000000.0
2012-07-06,1000.0,NA
2012-07-16,1000.0,NA
2012-07-26,1000.0,NA
2012-08-01,NA,93120000000.0
2012-08-06,1000.0,NA
2012-08-15,1000.0,NA
2012-08-24,1000.0,NA
2012-09-01,NA,78700000000.0
2012-09-03,1000.0,NA
2012-09-13,1000.0,NA
2012-09-24,1000.0,NA
2012-10-01,NA,95040000000.0
2012-10-03,1000.0,NA
2012-10-12,1000.0,NA
2012-10-22,1000.0,NA
2012-11-01,1000.0,97310000000.0
2012-11-12,1000.0,NA
2012-11-21,1000.0,NA
2012-11-30,1000.0,NA
2012-12-01,NA,86530000000.0
2012-12-10,1000.0,NA
2012-12-20,1000.0,NA
2013-01-01,NA,81310000000.0
2013-01-02,1001.33,NA
2013-01-09,1002.65,NA
2013-01-18,1003.69,NA
2013-01-28,1004.77,NA
2013-02-01,NA,99970000000.0
2013-02-07,1006.1,NA
2013-02-18,1007.62,NA
2013-02-27,1008.94,NA
2013-03-01,NA,112530000000.0
2013-03-08,1010.19,NA
2013-03-18,1011.1,NA
2013-03-28,1011.87,NA
2013-04-01,NA,117770000000.0
2013-04-08,1013.68,NA
2013-04-16,1015.45,NA
2013-04-26,1016.44,NA
2013-05-01,NA,145960000000.0
2013-05-06,1017.87,NA
2013-05-16,1018.77,NA
2013-05-27,1019.69,NA
2013-06-01,NA,85660000000.0
2013-06-04,1020.56,NA
2013-06-14,1020.19,NA
2013-06-24,1021.42,NA
2013-07-01,NA,78850000000.0
2013-07-04,1023.48,NA
2013-07-15,1024.16,NA
2013-07-23,1025.71,NA
2013-08-01,NA,78820000000.0
2013-08-02,1026.84,NA
2013-08-12,1029.21,NA
2013-08-22,1028.76,NA
2013-09-01,NA,65910000000.0
2013-09-02,1030.44,NA
2013-09-10,1031.58,NA
2013-09-20,1035.47,NA
2013-09-30,1036.49,NA
2013-10-01,NA,57850000000.0
2013-10-10,1038.26,NA
2013-10-21,1040.93,NA
2013-10-29,1043.12,NA
2013-11-01,NA,58030000000.0
2013-11-08,1043.51,NA
2013-11-18,1044.17,NA
2013-11-28,1045.1,NA
2013-12-01,NA,50460000000.0
2013-12-09,1047.14,NA
2013-12-17,1049.35,NA
2013-12-27,1051.47,NA
2014-01-01,NA,46570000000.0
2014-01-06,1052.76,NA
2014-01-16,1054.85,NA
2014-01-27,1056.64,NA
2014-02-01,NA,45460000000.0
2014-02-04,1058.51,NA
2014-02-14,1060.69,NA
2014-02-24,1062.81,NA
2014-03-01,NA,50580000000.0
2014-03-06,1065.35,NA
2014-03-17,1067.06,NA
2014-03-25,1069.7,NA
2014-04-01,NA,51320000000.0
2014-04-04,1071.27,NA
2014-04-14,1073.61,NA
2014-04-24,1075.61,NA
2014-05-01,NA,52200000000.0
2014-05-05,1077.66,NA
2014-05-13,1078.86,NA
2014-05-23,1080.44,NA
2014-06-01,NA,49700000000.0
2014-06-02,1082.23,NA
2014-06-12,1084.54,NA
2014-06-23,1087.83,NA
2014-07-01,1089.43,54710000000.0
2014-07-11,1091.99,NA
2014-07-21,1093.5,NA
2014-08-01,NA,33299999999.999996
2014-08-04,1096.16,NA
2014-08-11,1097.57,NA
2014-08-19,1100.88,NA
2014-08-29,1103.23,NA
2014-09-01,NA,31890000000.0
2014-09-08,1105.22,NA
2014-09-18,1107.48,NA
2014-09-29,1108.79,NA
2014-10-01,NA,24570000000.0
2014-10-07,1108.86,NA
2014-10-17,1112.5,NA
2014-10-27,1115.25,NA
2014-11-01,NA,40210000000.0
2014-11-05,1117.75,NA
2014-11-17,1120.49,NA
2014-11-25,1123.14,NA
2014-12-01,NA,38600000000.0
2014-12-05,1126.45,NA
2014-12-15,1130.11,NA
