tanggal,NAV,AUM
2007-04-30,NA,464360.0
2007-05-31,1000.0,489310.0
2007-07-10,1000.0,550000.0
2007-07-16,1000.0,NA
2007-07-19,NA,580000.0
2007-07-27,1000.0,NA
2007-08-02,NA,590000.0
2007-08-09,1000.0,NA
2007-08-15,NA,650000.0
2007-08-23,1000.0,NA
2007-08-28,NA,670000.0
2007-09-05,1000.0,NA
2007-09-10,NA,660000.0
2007-09-18,1000.0,NA
2007-09-24,NA,730000.0
2007-10-02,1000.0,NA
2007-10-08,NA,770000.0
2007-10-18,1000.0,NA
2007-10-22,NA,820000.0
2007-10-29,1000.0,NA
2007-11-02,NA,830000.0
2007-11-12,1000.0,NA
2007-11-16,NA,820000.0
2007-11-26,1000.0,NA
2007-11-29,NA,780000.0
2007-12-07,1000.0,NA
2007-12-12,NA,760000.0
2007-12-26,1000.0,690000.0
2008-01-02,1000.0,NA
2008-01-08,NA,730000.0
2008-01-16,1000.0,NA
2008-01-21,NA,760000.0
2008-01-29,1000.0,NA
2008-02-04,NA,800000.0
2008-02-11,1000.0,NA
2008-02-18,NA,860000.0
2008-02-25,1000.0,NA
2008-03-03,NA,820000.0
2008-03-10,1000.0,NA
2008-03-14,NA,820000.0
2008-03-24,1000.0,NA
2008-03-27,NA,800000.0
2008-04-04,1000.0,NA
2008-04-10,NA,950000.0
2008-04-18,1000.0,NA
2008-04-23,NA,940000.0
2008-05-02,1000.0,NA
2008-05-06,NA,960000.0
2008-05-14,1000.0,NA
2008-05-19,NA,1073070.0
2008-05-27,1000.0,NA
2008-06-02,NA,1156072.0
2008-06-10,1000.0,NA
2008-06-16,NA,1359002.0
2008-06-23,1000.0,NA
2008-06-30,NA,1337043.0
2008-07-07,1000.0,NA
2008-07-11,NA,1548738.0
2008-07-21,1000.0,NA
2008-07-25,NA,1623452.0
2008-08-04,1000.0,NA
2008-08-07,NA,1639287.0
2008-08-15,1000.0,NA
2008-08-20,NA,1639235.0
2008-08-28,1000.0,NA
2008-09-03,NA,1453098.0
2008-09-11,1000.0,NA
2008-09-16,NA,1289860.0
2008-09-24,1000.0,NA
2008-09-29,NA,1305554.0
2008-10-07,1000.0,NA
2008-10-13,NA,1178335.0
2008-10-21,1000.0,NA
2008-10-27,NA,1005452.0
2008-11-03,1000.0,NA
2008-11-10,NA,920000.0
2008-11-17,1000.0,NA
2008-11-21,NA,900000.0
2008-12-01,1000.0,NA
2008-12-04,NA,870000.0
2008-12-15,1000.0,NA
2008-12-18,NA,850000.0
2008-12-26,1000.0,NA
2008-12-31,NA,980000.0
2009-01-08,1000.0,NA
2009-01-13,NA,860000.0
2009-01-21,1000.0,NA
2009-01-27,NA,880000.0
2009-02-04,1000.0,NA
2009-02-17,1000.0,NA
2009-03-02,1000.0,NA
2009-03-16,1000.0,NA
2009-03-30,1000.0,NA
2009-03-31,NA,890000.0
2009-04-13,1000.0,NA
2009-04-24,1000.0,NA
2009-04-30,NA,1000000.0
2009-05-08,1000.0,NA
2009-05-22,1000.0,NA
2009-06-03,1000.0,NA
2009-06-16,1000.0,NA
2009-06-30,1000.0,1005068.0
2009-07-13,1000.0,NA
2009-07-27,1000.0,NA
2009-07-31,NA,1007153.0
2009-08-10,1000.0,NA
2009-08-24,1000.0,NA
2009-08-31,NA,936599.0
2009-09-04,1000.0,NA
2009-09-17,1000.0,NA
2009-09-30,NA,960000.0
2009-10-01,1000.0,NA
2009-10-14,1000.0,NA
2009-10-27,1000.0,NA
2009-11-10,1000.0,NA
2009-11-23,1000.0,NA
2009-11-30,NA,990000.0
2009-12-07,1000.0,NA
2009-12-21,1000.0,NA
2009-12-31,NA,970000.0
2010-01-04,1000.0,NA
2010-01-15,1000.0,NA
2010-01-28,1000.0,NA
2010-02-10,1000.0,NA
2010-02-24,1000.0,NA
2010-03-09,1000.0,NA
2010-03-22,1000.0,NA
2010-03-31,NA,1027538.0
2010-04-05,1000.0,NA
2010-04-19,1000.0,NA
2010-04-30,NA,1071116.0
