tanggal,NAV,AUM,currency
2005-03-28,1008.59,NA,IDR
2005-04-01,NA,179100000000.0,IDR
2005-04-11,1012.74,NA,IDR
2005-04-25,1016.74,NA,IDR
2005-05-01,NA,257390000000.0,IDR
2005-05-09,1020.75,NA,IDR
2005-05-25,1025.6,NA,IDR
2005-06-01,NA,366530000000.0,IDR
2005-06-08,1029.92,NA,IDR
2005-06-23,1034.55,NA,IDR
2005-07-01,NA,600000000000.0,IDR
2005-07-08,1039.15,NA,IDR
2005-07-22,1043.4,NA,IDR
2005-08-01,NA,680000000000.0,IDR
2005-08-08,1048.47,NA,IDR
2005-08-22,1052.6,NA,IDR
2005-09-01,NA,710000000000.0,IDR
2005-09-05,1056.83,NA,IDR
2005-09-20,1061.62,NA,IDR
2005-10-01,NA,590000000000.0,IDR
2005-10-05,1066.42,NA,IDR
2005-10-20,1071.27,NA,IDR
2005-11-01,NA,520000000000.0,IDR
2005-11-09,1077.93,NA,IDR
2005-11-18,1081.0,NA,IDR
2005-12-01,NA,468490000000.0,IDR
2005-12-05,1087.0,NA,IDR
2005-12-19,1092.13,NA,IDR
2006-01-01,NA,370740000000.0,IDR
2006-01-02,1097.38,NA,IDR
2006-01-17,1103.02,NA,IDR
2006-02-01,1108.61,310510000000.0,IDR
2006-02-15,1113.94,NA,IDR
2006-03-01,NA,317540000000.0,IDR
2006-03-02,1119.75,NA,IDR
2006-03-17,1125.78,NA,IDR
2006-04-01,NA,306210000000.0,IDR
2006-04-03,1132.55,NA,IDR
2006-04-17,1136.49,NA,IDR
2006-05-01,1142.39,316030000000.0,IDR
2006-05-16,1147.98,NA,IDR
2006-05-30,1152.89,NA,IDR
2006-06-01,NA,400580000000.0,IDR
2006-06-14,1160.8,NA,IDR
2006-06-29,1167.12,NA,IDR
2006-07-01,NA,384850000000.0,IDR
2006-07-14,1173.42,NA,IDR
2006-07-31,1179.7,NA,IDR
2006-08-01,NA,490210000000.0,IDR
2006-08-14,1185.6,NA,IDR
2006-08-28,1191.55,NA,IDR
2006-09-01,NA,520000000000.0,IDR
2006-09-12,1197.94,NA,IDR
2006-09-26,1205.2,NA,IDR
2006-10-01,NA,910000000000.0,IDR
2006-10-11,1211.62,NA,IDR
2006-10-30,1215.91,NA,IDR
2006-11-01,NA,740000000000.0,IDR
2006-11-10,1224.93,NA,IDR
2006-11-27,1232.11,NA,IDR
2006-12-01,NA,800000000000.0,IDR
2006-12-11,1237.84,NA,IDR
2006-12-26,1243.96,NA,IDR
2007-01-01,NA,830000000000.0,IDR
2007-01-08,1249.19,NA,IDR
2007-01-23,1255.24,NA,IDR
2007-02-01,NA,810000000000.0,IDR
2007-02-07,1261.23,NA,IDR
2007-02-22,1267.15,NA,IDR
2007-03-01,NA,800000000000.0,IDR
2007-03-09,1272.94,NA,IDR
2007-03-26,1279.17,NA,IDR
2007-04-01,NA,850000000000.0,IDR
2007-04-09,1284.75,NA,IDR
2007-04-23,1290.08,NA,IDR
2007-05-01,NA,780000000000.0,IDR
2007-05-07,1295.4,NA,IDR
2007-05-22,1301.08,NA,IDR
2007-06-01,NA,770000000000.0,IDR
2007-06-06,1306.76,NA,IDR
2007-06-21,1312.44,NA,IDR
2007-07-01,NA,1000000000000.0,IDR
2007-07-06,1318.14,NA,IDR
2007-07-23,1324.63,NA,IDR
2007-08-01,NA,880000000000.0,IDR
2007-08-06,1330.0,NA,IDR
2007-08-20,1335.39,NA,IDR
2007-09-01,NA,950000000000.0,IDR
2007-09-03,1340.81,NA,IDR
2007-09-18,1346.63,NA,IDR
2007-10-01,NA,1080000000000.0001,IDR
2007-10-03,1352.48,NA,IDR
2007-10-18,1358.36,NA,IDR
2007-11-01,NA,1050000000000.0,IDR
2007-11-02,1364.26,NA,IDR
2007-11-19,1370.98,NA,IDR
2007-12-01,NA,1000000000000.0,IDR
2007-12-03,1376.53,NA,IDR
2007-12-17,1382.08,NA,IDR
2008-01-01,NA,1080000000000.0001,IDR
2008-01-02,1388.45,NA,IDR
2008-01-15,1393.65,NA,IDR
2008-01-30,1399.68,NA,IDR
2008-02-01,NA,1080000000000.0001,IDR
2008-02-14,1405.73,NA,IDR
2008-02-29,1411.81,NA,IDR
2008-03-01,NA,980000000000.0,IDR
2008-03-14,1417.5,NA,IDR
2008-03-31,1424.45,NA,IDR
2008-04-01,NA,1030000000000.0,IDR
2008-04-14,1430.14,NA,IDR
2008-04-28,1435.86,NA,IDR
2008-05-01,NA,1110000000000.0,IDR
2008-05-13,1441.9,NA,IDR
2008-05-28,1447.93,NA,IDR
2008-06-01,NA,1090000000000.0001,IDR
2008-06-12,1453.9,NA,IDR
2008-06-26,1459.47,NA,IDR
2008-07-01,NA,1100000000000.0,IDR
2008-07-11,1465.46,NA,IDR
