tanggal,NAV,AUM
2017-11-27,1095.67,NA
2017-12-01,NA,34189999999.999996
2017-12-04,1100.17,NA
2017-12-11,1102.79,NA
2017-12-18,1105.77,NA
2017-12-22,1108.59,NA
2017-12-29,1113.05,NA
2018-01-01,NA,32659999999.999996
2018-01-04,1122.29,NA
2018-01-10,1121.58,NA
2018-01-17,1129.43,NA
2018-01-23,1125.15,NA
2018-01-29,1119.88,NA
2018-02-01,NA,32560000000.000004
2018-02-05,1118.3,NA
2018-02-12,1117.29,NA
2018-02-19,1113.89,NA
2018-02-23,1107.88,NA
2018-03-01,NA,31600000000.0
2018-03-02,1103.38,NA
2018-03-08,1103.65,NA
2018-03-14,1108.6,NA
2018-03-21,1110.33,NA
2018-03-27,1107.06,NA
2018-04-01,NA,32950000000.000004
2018-04-02,1114.54,NA
2018-04-09,1114.54,NA
2018-04-16,1115.74,NA
2018-04-23,1101.93,NA
2018-04-30,1091.15,NA
2018-05-01,NA,32680000000.0
2018-05-04,1092.06,NA
2018-05-11,1077.49,NA
2018-05-17,1081.42,NA
2018-05-23,1066.27,NA
2018-05-30,1075.52,NA
2018-06-01,NA,32020000000.000004
2018-06-05,1087.66,NA
2018-06-20,1081.86,NA
2018-06-25,1068.07,NA
2018-07-01,NA,32110000000.0
2018-07-02,1061.77,NA
2018-07-06,1067.21,NA
2018-07-13,1071.64,NA
2018-07-19,1064.41,NA
2018-07-25,1061.48,NA
2018-08-01,1064.1,36810000000.0
2018-08-07,1065.07,NA
2018-08-13,1062.38,NA
2018-08-20,1059.6,NA
2018-08-27,1059.69,NA
2018-09-01,NA,36720000000.0
2018-09-03,1049.77,NA
2018-09-07,1035.08,NA
2018-09-14,1035.64,NA
2018-09-20,1045.32,NA
2018-09-26,1048.85,NA
2018-10-01,NA,34450000000.0
2018-10-03,1055.37,NA
2018-10-09,1045.59,NA
2018-10-15,1037.47,NA
2018-10-22,1040.97,NA
2018-10-29,1044.58,NA
2018-11-01,NA,35380000000.0
2018-11-05,1054.27,NA
2018-11-12,1061.84,NA
2018-11-16,1062.35,NA
2018-11-22,1065.62,NA
2018-11-29,1071.14,NA
2018-12-01,NA,35470000000.0
2018-12-05,1071.35,NA
2018-12-11,1064.52,NA
2018-12-18,1068.02,NA
2018-12-26,1075.15,NA
2019-01-01,NA,35650000000.0
2019-01-02,1076.02,NA
2019-01-07,1079.21,NA
2019-01-14,1077.55,NA
2019-01-18,1074.43,NA
2019-01-25,1076.94,NA
2019-01-31,1080.71,NA
2019-02-01,NA,36370000000.0
2019-02-06,1094.16,NA
2019-02-13,1093.41,NA
2019-02-19,1091.85,NA
2019-02-25,1097.75,NA
2019-03-01,NA,39020000000.0
2019-03-04,1103.55,NA
2019-03-11,1104.25,NA
2019-03-18,1112.16,NA
2019-03-25,1121.53,NA
2019-03-29,1122.0,NA
2019-04-01,NA,38970000000.0
2019-04-04,1124.57,NA
2019-04-10,1124.59,NA
2019-04-18,1127.79,NA
2019-04-23,1127.26,NA
2019-04-29,1123.2,NA
2019-05-01,NA,33780000000.0
2019-05-06,1114.13,NA
2019-05-13,1109.43,NA
2019-05-20,1106.96,NA
2019-05-27,1122.74,NA
2019-05-31,1123.4,NA
2019-06-01,NA,34990000000.0
2019-06-10,1131.91,NA
2019-06-13,1143.33,NA
2019-06-19,1150.72,NA
2019-06-25,1161.4,NA
2019-07-01,NA,36660000000.0
2019-07-02,1169.51,NA
2019-07-08,1181.96,NA
2019-07-15,1193.85,NA
2019-07-22,1194.53,NA
2019-07-29,1191.4,NA
2019-08-01,NA,36560000000.0
2019-08-02,1176.13,NA
2019-08-09,1182.68,NA
2019-08-15,1179.53,NA
2019-08-21,1187.14,NA
2019-08-28,1188.1,NA
2019-09-01,NA,36980000000.0
2019-09-03,1189.37,NA
2019-09-09,1193.22,NA
2019-09-16,1197.36,NA
2019-09-23,1198.32,NA
2019-09-30,1198.67,NA
2019-10-01,NA,37980000000.0
2019-10-07,1202.79,NA
2019-10-11,1202.51,NA
2019-10-17,1206.51,NA
2019-10-24,1213.43,NA
2019-10-30,1223.52,NA
2019-11-01,NA,52830000000.0
2019-11-05,1227.56,NA
2019-11-11,1229.49,NA
2019-11-18,1235.01,NA
2019-11-25,1234.74,NA
2019-12-01,NA,88680000000.0
2019-12-02,1231.79,NA
2019-12-09,1233.72,NA
2019-12-13,1229.89,NA
2019-12-19,1229.03,NA
2019-12-26,1234.45,NA
2020-01-01,NA,69340000000.0
2020-01-02,1237.22,NA
2020-01-07,1238.58,NA
2020-01-14,1246.09,NA
2020-01-20,1251.99,NA
2020-01-27,1260.53,NA
2020-02-01,NA,74590000000.0
2020-02-03,1261.65,NA
2020-02-06,1266.54,NA
2020-02-10,1268.8,NA
2020-02-13,1277.08,NA
2020-02-14,1276.34,NA
2020-02-17,1276.91,NA
2020-02-21,1281.42,NA
2020-02-24,1280.11,NA
2020-02-27,1274.78,NA
2020-02-28,1268.08,NA
2020-03-01,NA,61590000000.0
2020-03-03,1267.08,NA
2020-03-04,1284.89,NA
2020-03-09,1269.88,NA
2020-03-10,1267.77,NA
2020-03-11,1270.92,NA
2020-03-16,1253.84,NA
2020-03-17,1247.64,NA
2020-03-18,1245.39,NA
2020-03-23,1215.77,NA
2020-03-26,1202.83,NA
2020-03-30,1215.54,NA
2020-04-01,NA,58250000000.0
2020-04-02,1214.14,NA
2020-04-06,1212.21,NA
2020-04-09,1211.03,NA
2020-04-13,1213.52,NA
2020-04-17,1224.93,NA
2020-04-20,1230.66,NA
2020-04-21,1233.52,NA
2020-04-24,1230.66,NA
2020-04-28,1225.71,NA
2020-04-30,1228.93,NA
2020-05-01,NA,59450000000.0
