tanggal,NAV,AUM
2003-08-14,1027.7,NA
2003-09-01,1061.41,NA
2003-09-15,1128.56,NA
2003-10-01,1206.02,NA
2003-10-17,1269.97,NA
2003-11-03,1212.01,NA
2003-11-19,1177.64,NA
2003-12-05,1257.66,NA
2003-12-22,1319.71,NA
2004-01-06,1397.55,NA
2004-01-23,1569.79,NA
2004-02-09,1534.12,NA
2004-02-24,1540.88,NA
2004-03-10,1526.8,NA
2004-03-26,1435.97,NA
2004-04-12,1530.67,NA
2004-04-27,1643.3,NA
2004-05-13,1503.2,NA
2004-05-31,1489.63,NA
2004-06-14,1420.84,NA
2004-07-01,1494.99,NA
2004-07-19,1544.18,NA
2004-07-30,NA,24834.0
2004-08-02,1524.34,NA
2004-08-18,1529.94,NA
2004-08-31,NA,24830.0
2004-09-03,1603.87,NA
2004-09-21,1659.22,NA
2004-10-05,1753.89,NA
2004-10-21,1679.01,NA
2004-11-08,1823.3,NA
2004-11-22,1935.36,NA
2004-12-08,2027.73,NA
2004-12-27,2073.22,NA
2004-12-31,NA,126446.0
2005-01-10,2111.43,NA
2005-01-25,2130.18,NA
2005-01-31,NA,166253.0
2005-02-11,2166.59,NA
2005-02-24,NA,198430.0
2005-02-28,2253.91,NA
2005-03-04,NA,220420.0
2005-03-15,2379.0,NA
2005-03-21,NA,306140.0
2005-03-31,2286.95,NA
2005-04-04,NA,361000.0
2005-04-18,2247.29,NA
2005-04-19,NA,362810.0
2005-05-02,2206.16,NA
2005-05-04,NA,368830.0
2005-05-18,2238.67,NA
2005-05-19,NA,376770.0
2005-06-03,2357.19,NA
2005-06-06,NA,374990.0
2005-06-20,2484.55,398505.0
2005-07-04,NA,404360.0
2005-07-05,2463.33,NA
2005-07-20,NA,441760.0
2005-07-21,2560.81,NA
2005-08-04,NA,459913.0
2005-08-08,2595.6,NA
2005-08-19,NA,530000.0
2005-08-22,2420.72,NA
2005-09-05,NA,550000.0
2005-09-07,2423.25,NA
2005-09-19,NA,570000.0
2005-09-23,2352.76,NA
2005-10-04,NA,580000.0
2005-10-10,2526.58,NA
2005-10-20,NA,530000.0
2005-10-26,2452.57,NA
2005-11-09,NA,520000.0
2005-11-11,2375.93,NA
2005-11-21,NA,520000.0
2005-11-28,2475.95,NA
2005-12-05,NA,550000.0
2005-12-13,2716.08,NA
2005-12-20,NA,458090.0
2005-12-29,2666.22,NA
2006-01-04,NA,447630.0
2006-01-16,2868.6,NA
2006-01-19,NA,381100.0
2006-01-30,2872.03,NA
2006-02-06,NA,382470.0
2006-02-15,2946.33,NA
2006-02-20,NA,381550.0
2006-03-03,2979.81,NA
2006-03-06,NA,390000.0
2006-03-20,3107.55,NA
2006-03-22,NA,368250.0
2006-04-04,3092.75,NA
2006-04-06,NA,360000.0
2006-04-20,3440.63,NA
2006-04-21,NA,396420.0
2006-05-08,3590.83,425550.0
2006-05-22,3139.88,397070.0
2006-06-06,NA,449150.0
2006-06-08,3032.5,NA
2006-06-21,NA,467200.0
2006-06-26,3147.09,NA
2006-07-07,NA,514633.0
2006-07-10,3286.7,NA
2006-07-24,NA,510000.0
2006-07-26,3268.86,NA
2006-08-07,NA,540000.0
2006-08-11,3461.86,NA
2006-08-22,NA,550000.0
2006-08-28,3471.23,NA
2006-09-06,NA,540000.0
2006-09-12,3484.07,NA
2006-09-21,NA,560000.0
2006-09-28,3683.63,NA
2006-10-09,NA,580000.0
2006-10-16,3759.8,NA
2006-10-30,3820.13,620000.0
2006-11-06,NA,660000.0
2006-11-15,4002.23,NA
2006-11-22,NA,740000.0
2006-12-01,4148.2,NA
2006-12-07,NA,850000.0
2006-12-18,4240.08,NA
2006-12-22,NA,920000.0
2007-01-02,4347.47,NA
2007-01-08,NA,990000.0
2007-01-18,4195.68,NA
2007-01-22,NA,1140738.0
2007-02-05,4150.41,NA
2007-02-06,NA,1169054.0
2007-02-20,4216.06,NA
2007-02-21,NA,1272068.0
2007-03-08,4142.75,NA
2007-03-09,NA,1345570.0
2007-03-26,4251.0,1389326.0
2007-04-09,4505.47,1396327.0
2007-04-24,NA,1403340.0
2007-04-25,4677.83,NA
2007-05-09,NA,1471649.0
2007-05-11,4734.82,NA
2007-05-24,NA,1500740.0
2007-05-28,4857.49,NA
2007-06-12,4972.4,NA
2007-06-14,NA,1587689.0
2007-06-25,NA,1676090.0
2007-06-28,4964.55,NA
2007-07-09,NA,1837543.0
2007-07-16,5396.11,NA
2007-07-24,NA,2000060.0
2007-07-30,5534.0,NA
2007-08-09,NA,2225751.0
2007-08-15,4886.89,NA
2007-08-24,NA,2286746.0
2007-09-03,5302.54,NA
2007-09-10,NA,2521972.0
2007-09-18,5399.36,NA
2007-09-24,NA,2742716.0
2007-10-03,5926.19,NA
2007-10-09,NA,2847612.0
2007-10-19,6289.76,NA
2007-10-24,NA,2828828.0
2007-11-05,6570.63,NA
2007-11-09,NA,2901968.0
2007-11-20,6462.96,NA
2007-11-26,NA,2890612.0
2007-12-06,6990.86,NA
2007-12-10,NA,2995672.0
2007-12-26,6771.31,2952436.0
2008-01-07,6922.61,NA
2008-01-09,NA,7064.07
2008-01-23,6191.71,NA
2008-01-24,NA,6286.25
2008-02-08,6616.68,6616.68
2008-02-25,6930.61,6930.61
2008-03-10,NA,6282.08
2008-03-11,6266.23,NA
2008-03-27,6032.95,NA
2008-04-07,NA,5607.85
2008-04-10,NA,5499.11
2008-04-14,5593.16,NA
2008-04-25,NA,5516.43
2008-04-28,5543.22,NA
2008-05-12,NA,5856.44
2008-05-15,6013.47,NA
2008-05-26,NA,5941.64
2008-06-02,5988.58,NA
2008-06-10,NA,5754.12
2008-06-16,5806.0,NA
2008-06-25,NA,5744.76
2008-07-02,5829.41,NA
2008-07-10,NA,5512.74
2008-07-18,5168.55,NA
2008-07-28,NA,5490.46
2008-08-04,5384.69,NA
2008-08-11,NA,5201.62
2008-08-19,4995.08,NA
2008-08-25,NA,5228.47
2008-09-04,5136.9,NA
2008-09-10,NA,4652.35
2008-09-22,4711.69,NA
2008-09-25,NA,4601.99
2008-10-06,4073.96,NA
2008-10-10,NA,3622.47
2008-10-22,3442.75,NA
2008-10-27,NA,2900.23
2008-11-07,3325.33,NA
2008-11-10,NA,3344.67
2008-11-24,2899.51,NA
2008-11-25,NA,2925.68
