Date,Open,High,Low,Close,Adj Close,Volume
1997-05-02,133.71,133.74,132.46,133.19,133.19,
1997-05-05,133.19,134.37,133.13,134.35,134.35,
1997-05-06,134.46,135.88,134.35,135.88,135.88,
1997-05-07,135.88,137.81,135.88,137.81,137.81,
1997-05-09,137.81,139.49,137.81,139.46,139.46,
1997-05-12,139.90,140.34,139.36,140.00,140.00,
1997-05-13,140.00,140.35,138.84,139.13,139.13,
1997-05-14,139.15,139.22,137.79,138.33,138.33,
1997-05-15,138.32,138.32,134.63,135.06,135.06,
1997-05-16,135.07,135.09,134.32,134.87,134.87,
1997-05-19,134.87,134.87,133.32,133.70,133.70,
1997-05-20,133.66,134.55,133.49,133.82,133.82,
1997-05-21,133.86,134.50,133.67,134.14,134.14,
1997-05-23,134.11,135.24,133.75,135.24,135.24,
1997-05-26,135.33,136.38,135.14,136.38,136.38,
1997-05-27,136.38,137.77,136.35,137.64,137.64,
1997-05-28,137.62,138.46,137.43,138.46,138.46,
1997-05-29,138.46,142.51,138.46,142.31,142.31,
1997-05-30,142.50,144.95,142.50,143.95,143.95,
1997-06-02,143.95,145.30,143.90,144.59,144.59,
1997-06-03,144.59,145.07,143.30,144.25,144.25,
1997-06-04,144.25,144.26,142.38,142.93,142.93,
1997-06-05,142.93,143.03,141.97,142.44,142.44,
1997-06-06,142.44,143.35,142.44,142.99,142.99,
1997-06-09,142.99,143.15,141.82,142.18,142.18,
1997-06-10,142.18,142.37,141.28,141.28,141.28,
1997-06-11,141.28,142.21,140.49,142.20,142.20,
1997-06-12,142.20,142.99,141.89,142.92,142.92,
1997-06-13,142.98,143.60,142.98,143.57,143.57,
1997-06-16,143.57,145.07,143.57,145.02,145.02,
1997-06-17,145.20,145.51,144.52,144.52,144.52,
1997-06-18,144.52,146.02,144.49,145.80,145.80,
1997-06-19,145.80,145.82,144.47,145.04,145.04,
1997-06-20,145.00,145.72,144.73,145.72,145.72,
1997-06-23,145.72,147.75,145.72,147.51,147.51,
1997-06-24,147.51,147.51,145.46,145.88,145.88,
1997-06-25,145.88,146.19,144.65,145.50,145.50,
1997-06-26,145.52,145.56,144.23,144.23,144.23,
1997-06-27,144.23,146.04,144.22,146.04,146.04,
1997-06-30,146.04,147.68,145.43,147.68,147.68,
1997-07-01,147.76,149.65,147.75,149.22,149.22,
1997-07-02,149.22,149.74,148.45,148.94,148.94,
1997-07-03,148.94,150.03,148.65,150.03,150.03,
1997-07-04,150.03,150.37,149.77,150.37,150.37,
1997-07-07,150.37,151.03,149.89,150.36,150.36,
1997-07-08,150.36,151.33,150.36,150.92,150.92,
1997-07-09,150.95,151.46,150.10,150.16,150.16,
1997-07-10,150.16,150.17,146.68,147.75,147.75,
1997-07-11,147.82,147.86,145.76,146.10,146.10,
1997-07-14,146.14,146.52,145.15,145.75,145.75,
1997-07-15,145.75,146.41,145.04,145.41,145.41,
1997-07-16,145.79,146.22,145.19,145.67,145.67,
1997-07-18,145.71,146.42,145.08,145.65,145.65,
1997-07-21,145.65,145.70,142.64,142.93,142.93,
1997-07-22,142.93,143.23,142.31,142.47,142.47,
1997-07-23,142.56,144.16,142.56,144.15,144.15,
1997-07-24,144.15,144.73,142.31,142.69,142.69,
1997-07-25,142.69,142.74,141.70,142.31,142.31,
1997-07-28,142.31,142.64,141.86,142.06,142.06,
1997-07-29,142.06,143.63,142.06,143.63,143.63,
1997-07-30,143.63,145.20,143.63,145.20,145.20,
1997-07-31,145.20,145.72,143.82,144.61,144.61,
1997-08-01,144.67,144.86,144.00,144.46,144.46,
1997-08-04,144.33,144.52,143.60,143.75,143.75,
1997-08-05,143.80,144.14,142.19,142.75,142.75,
1997-08-06,142.76,142.77,138.76,139.64,139.64,
1997-08-07,139.64,139.64,133.66,134.82,134.82,
1997-08-08,134.82,136.76,133.43,134.79,134.79,
1997-08-11,134.79,134.79,130.74,131.04,131.04,
1997-08-12,131.17,134.25,128.99,133.08,133.08,
1997-08-13,132.90,133.37,131.19,132.26,132.26,
1997-08-14,132.26,132.82,128.28,129.17,129.17,
1997-08-15,128.86,128.86,122.52,123.75,123.75,
1997-08-18,123.75,123.75,111.92,120.88,120.88,
1997-08-19,120.65,123.69,117.92,119.02,119.02,
1997-08-20,118.93,120.68,118.89,120.46,120.46,
1997-08-21,120.94,124.53,120.94,122.56,122.56,
1997-08-22,122.49,122.49,114.74,115.54,115.54,
1997-08-25,115.49,115.49,106.53,108.16,108.16,
1997-08-26,108.01,113.03,102.72,112.09,112.09,
1997-08-27,112.09,113.40,111.30,112.14,112.14,
1997-08-28,111.91,111.91,105.97,106.23,106.23,
1997-08-29,105.90,105.90,97.35,97.59,97.59,
1997-09-01,97.49,99.12,96.00,96.31,96.31,
1997-09-02,96.46,97.43,94.65,95.27,95.27,
1997-09-03,97.10,104.59,97.10,104.19,104.19,
1997-09-04,105.88,109.35,105.88,109.35,109.35,
1997-09-05,111.19,123.70,111.19,123.68,123.68,
1997-09-08,124.93,127.86,122.16,124.94,124.94,
1997-09-09,126.62,128.89,123.15,124.31,124.31,
1997-09-10,124.25,124.51,118.18,118.72,118.72,
1997-09-11,118.55,118.55,113.59,114.20,114.20,
1997-09-12,113.98,113.98,110.96,111.62,111.62,
1997-09-15,111.87,113.70,111.87,112.61,112.61,
1997-09-16,112.70,113.51,108.61,108.97,108.97,
1997-09-17,108.87,109.24,106.72,107.19,107.19,
1997-09-18,107.07,107.07,105.09,106.72,106.72,
1997-09-19,106.72,108.74,106.72,108.61,108.61,
1997-09-22,108.61,110.90,108.46,109.81,109.81,
1997-09-23,109.97,111.25,109.77,111.07,111.07,
1997-09-24,111.07,115.23,111.07,114.44,114.44,
1997-09-25,114.82,116.45,114.80,115.82,115.82,
1997-09-26,115.75,115.75,113.02,113.34,113.34,
1997-09-29,113.43,113.43,111.86,112.70,112.70,
1997-09-30,113.06,114.75,112.56,113.09,113.09,
1997-10-01,112.97,112.97,110.53,110.89,110.89,
1997-10-02,110.89,111.24,109.35,111.24,111.24,
1997-10-03,110.81,110.81,104.16,106.20,106.20,
1997-10-06,106.11,106.13,100.30,106.13,106.13,
1997-10-07,106.57,109.21,106.45,106.59,106.59,
1997-10-08,106.93,108.27,106.18,108.27,108.27,
1997-10-09,108.77,110.36,108.72,108.85,108.85,
1997-10-10,109.24,111.89,109.24,111.85,111.85,
1997-10-13,111.62,112.49,110.51,112.17,112.17,
1997-10-14,112.21,112.62,109.81,110.70,110.70,
1997-10-15,110.74,110.85,107.61,108.12,108.12,
1997-10-16,107.88,107.98,106.69,107.98,107.98,
1997-10-17,107.98,109.78,107.23,108.94,108.94,
1997-10-20,108.94,108.94,106.84,107.61,107.61,
1997-10-21,107.74,108.79,107.17,108.07,108.07,
1997-10-22,108.02,108.19,105.82,106.08,106.08,
1997-10-23,106.08,106.08,102.94,103.72,103.72,
1997-10-24,103.69,103.69,102.03,102.93,102.93,
1997-10-27,102.97,103.90,102.46,102.94,102.94,
1997-10-28,102.34,102.34,91.92,92.84,92.84,
1997-10-29,94.43,99.53,94.43,99.03,99.03,
1997-10-30,99.05,107.10,97.83,107.10,107.10,
1997-10-31,106.97,109.50,103.24,106.19,106.19,
1997-11-03,106.29,110.00,105.87,106.61,106.61,
1997-11-04,106.88,107.72,104.64,105.06,105.06,
1997-11-05,105.05,105.29,103.47,104.40,104.40,
1997-11-06,104.40,104.49,100.24,101.02,101.02,
1997-11-07,100.05,100.51,96.49,97.82,97.82,
1997-11-10,97.79,97.94,96.12,96.97,96.97,
1997-11-11,96.86,97.12,92.73,93.44,93.44,
1997-11-12,93.45,94.77,92.61,93.89,93.89,
1997-11-13,93.93,93.93,90.65,90.97,90.97,
1997-11-14,91.06,91.80,90.12,90.71,90.71,
1997-11-17,90.91,92.53,90.83,91.77,91.77,
1997-11-18,91.80,92.67,90.03,90.58,90.58,
1997-11-19,90.58,90.58,85.58,86.31,86.31,
1997-11-20,86.31,86.31,81.02,81.49,81.49,
1997-11-21,81.76,82.36,79.06,80.44,80.44,
1997-11-24,80.58,85.06,80.58,85.06,85.06,
1997-11-25,84.75,84.75,80.73,81.35,81.35,
1997-11-26,81.40,81.84,80.89,81.83,81.83,
1997-11-27,81.83,82.84,81.33,82.84,82.84,
1997-12-01,82.75,82.75,81.25,81.67,81.67,
1997-12-02,81.67,81.68,80.26,80.95,80.95,
1997-12-03,80.86,80.86,78.68,79.89,79.89,
1997-12-04,79.89,83.09,79.89,83.09,83.09,
1997-12-05,83.13,87.11,83.13,87.11,87.11,
1997-12-08,87.42,90.73,87.42,89.43,89.43,
1997-12-09,89.53,90.53,87.77,90.02,90.02,
1997-12-10,89.84,89.84,86.46,87.31,87.31,
1997-12-11,87.17,87.17,81.56,82.15,82.15,
1997-12-12,81.91,81.91,72.67,74.74,74.74,
1997-12-15,74.62,74.62,67.23,68.04,68.04,
1997-12-16,68.41,72.90,68.41,72.90,72.90,
1997-12-17,73.99,77.63,73.99,75.89,75.89,
1997-12-18,77.03,79.28,77.03,78.71,78.71,
1997-12-19,78.58,79.74,76.90,79.11,79.11,
1997-12-22,79.11,80.63,78.26,80.63,80.63,
1997-12-23,80.49,83.33,80.49,83.33,83.33,
1997-12-24,83.38,84.32,81.89,83.15,83.15,
1997-12-29,83.22,84.43,82.54,83.05,83.05,
1997-12-30,83.49,83.59,81.93,83.59,83.59,
1998-01-02,83.65,86.41,83.35,86.23,86.23,
1998-01-05,86.23,87.94,85.88,87.26,87.26,
1998-01-06,86.96,86.96,83.52,85.44,85.44,
1998-01-07,85.36,85.38,80.67,83.83,83.83,
1998-01-08,83.77,83.77,64.26,71.58,71.58,
1998-01-09,71.40,76.34,69.23,70.68,70.68,
1998-01-12,70.68,73.77,70.68,72.60,72.60,
1998-01-13,74.51,81.47,74.51,81.47,81.47,
1998-01-14,81.74,86.96,81.72,86.96,86.96,
1998-01-15,87.73,90.10,80.65,83.09,83.09,
1998-01-16,83.54,90.67,82.43,90.67,90.67,
1998-01-19,91.44,98.54,91.44,97.03,97.03,
1998-01-20,96.57,99.95,93.40,99.95,99.95,
1998-01-21,101.10,106.95,101.10,105.69,105.69,
1998-01-22,106.07,106.50,97.91,99.97,99.97,
1998-01-23,100.60,102.68,98.67,102.68,102.68,
1998-01-26,104.25,110.70,104.25,109.62,109.62,
1998-01-27,109.69,113.38,109.69,110.24,110.24,
1998-01-28,110.29,112.66,106.10,112.66,112.66,
1998-02-02,112.66,131.26,112.66,131.15,131.15,
1998-02-03,131.40,135.05,122.45,125.38,125.38,
1998-02-04,125.33,125.33,118.24,119.68,119.68,
1998-02-05,119.68,119.88,114.90,117.51,117.51,
1998-02-06,117.93,123.64,117.93,123.01,123.01,
1998-02-09,123.19,125.44,119.46,120.74,120.74,
1998-02-10,119.37,119.37,116.13,116.66,116.66,
1998-02-11,116.51,116.99,104.61,106.75,106.75,
1998-02-12,106.73,106.73,93.19,94.04,94.04,
1998-02-13,95.13,99.11,94.29,96.24,96.24,
1998-02-16,99.38,100.46,97.77,98.86,98.86,
1998-02-17,99.39,103.15,99.39,103.15,103.15,
1998-02-18,103.16,104.97,102.18,103.08,103.08,
1998-02-19,103.25,110.98,103.25,109.49,109.49,
1998-02-20,109.59,109.63,107.65,108.45,108.45,
1998-02-23,108.31,112.03,108.31,111.91,111.91,
1998-02-24,112.28,112.63,108.53,109.01,109.01,
1998-02-25,109.06,109.06,105.44,105.98,105.98,
1998-02-26,105.80,107.99,105.22,105.81,105.81,
1998-02-27,105.90,105.90,103.21,104.90,104.90,
1998-03-02,104.90,108.96,104.90,108.96,108.96,
1998-03-03,111.52,114.93,111.52,114.93,114.93,
1998-03-04,115.29,115.29,109.92,110.86,110.86,
1998-03-05,110.86,115.08,107.56,115.08,115.08,
1998-03-06,116.49,119.76,113.77,114.25,114.25,
1998-03-09,116.99,116.99,109.32,110.15,110.15,
1998-03-10,110.90,111.08,108.02,108.74,108.74,
1998-03-11,109.03,109.43,106.45,109.08,109.08,
1998-03-12,109.49,111.76,109.44,110.36,110.36,
1998-03-13,110.87,112.73,110.87,112.73,112.73,
1998-03-16,112.94,113.67,111.61,113.67,113.67,
1998-03-17,113.76,114.39,112.37,113.66,113.66,
1998-03-18,113.66,113.84,110.37,111.61,111.61,
1998-03-19,111.40,111.43,110.13,110.94,110.94,
1998-03-20,110.87,113.85,110.57,113.85,113.85,
1998-03-23,113.91,116.49,112.88,114.13,114.13,
1998-03-24,114.18,114.18,109.99,110.53,110.53,
1998-03-25,110.53,111.18,108.25,111.07,111.07,
1998-03-26,111.24,119.23,111.24,118.74,118.74,
1998-03-27,118.95,123.57,118.95,121.26,121.26,
1998-03-30,121.90,122.30,118.95,120.75,120.75,
1998-04-01,121.30,122.14,114.92,115.66,115.66,
1998-04-02,115.67,115.77,112.92,113.51,113.51,
1998-04-03,113.51,118.22,113.51,118.14,118.14,
1998-04-06,118.20,118.22,116.06,116.88,116.88,
1998-04-08,116.79,120.04,116.79,117.79,117.79,
1998-04-09,117.98,118.42,116.16,117.10,117.10,
1998-04-13,117.18,118.33,115.59,115.76,115.76,
1998-04-14,115.80,116.19,112.88,113.33,113.33,
1998-04-15,113.33,113.99,112.11,112.33,112.33,
1998-04-16,112.33,113.29,111.58,111.93,111.93,
1998-04-17,111.91,112.03,110.73,111.28,111.28,
1998-04-20,111.28,111.80,110.94,111.44,111.44,
1998-04-21,111.49,111.49,108.56,109.06,109.06,
1998-04-22,109.06,110.21,108.89,109.86,109.86,
1998-04-23,109.83,109.99,106.68,107.25,107.25,
1998-04-24,107.25,107.25,105.89,106.65,106.65,
1998-04-27,106.69,106.69,104.54,105.41,105.41,
1998-04-29,105.29,105.29,99.25,99.92,99.92,
1998-04-30,100.27,100.41,97.47,98.51,98.51,
1998-05-01,98.51,98.51,95.03,95.79,95.79,
1998-05-04,95.77,96.86,94.69,95.55,95.55,
1998-05-05,95.55,95.85,91.91,92.99,92.99,
1998-05-06,92.89,92.89,86.36,88.16,88.16,
1998-05-07,89.09,94.86,88.92,94.86,94.86,
1998-05-08,94.68,95.82,93.16,93.82,93.82,
1998-05-12,93.85,93.85,91.60,92.82,92.82,
1998-05-13,92.81,92.81,83.44,86.31,86.31,
1998-05-14,86.31,89.67,86.31,87.88,87.88,
1998-05-15,87.88,88.63,87.88,88.57,88.57,
1998-05-18,88.49,88.49,83.11,84.48,84.48,
1998-05-19,84.48,91.91,83.92,91.77,91.77,
1998-05-20,91.77,94.96,91.33,94.78,94.78,
1998-05-22,95.51,99.77,95.51,99.77,99.77,
1998-05-25,99.85,100.42,96.00,96.97,96.97,
1998-05-26,96.97,97.34,94.31,95.41,95.41,
1998-05-27,95.36,95.36,89.37,90.74,90.74,
1998-05-28,90.52,91.03,88.18,90.09,90.09,
1998-05-29,91.13,92.28,91.05,91.99,91.99,
1998-06-01,91.92,91.92,89.60,90.86,90.86,
1998-06-02,90.86,90.91,86.73,87.59,87.59,
1998-06-03,87.53,87.75,83.82,85.78,85.78,
1998-06-04,85.99,89.17,84.82,89.13,89.13,
1998-06-05,89.53,91.76,89.13,90.15,90.15,
1998-06-08,91.38,91.38,89.55,90.40,90.40,
1998-06-09,90.45,90.48,89.45,90.35,90.35,
1998-06-10,90.32,90.81,89.04,89.53,89.53,
1998-06-11,90.60,91.36,88.98,91.01,91.01,
1998-06-12,90.94,92.47,89.58,89.63,89.63,
1998-06-15,89.63,91.39,88.44,89.42,89.42,
1998-06-16,89.42,89.42,87.19,87.91,87.91,
1998-06-17,87.92,93.68,87.92,93.68,93.68,
1998-06-18,93.78,99.58,93.78,99.58,99.58,
1998-06-19,99.68,99.93,94.97,94.97,94.97,
1998-06-22,94.97,95.24,92.66,93.43,93.43,
1998-06-23,93.40,94.85,93.28,94.37,94.37,
1998-06-24,94.37,97.53,94.32,96.97,96.97,
1998-06-25,97.66,97.74,95.69,95.96,95.96,
1998-06-26,96.04,97.66,95.92,97.58,97.58,
1998-06-29,97.58,97.98,96.36,97.25,97.25,
1998-06-30,97.39,101.59,95.91,101.59,101.59,
1998-07-01,101.35,104.59,100.33,104.33,104.33,
1998-07-02,104.92,107.12,104.92,107.12,107.12,
1998-07-03,107.14,107.97,104.44,107.94,107.94,
1998-07-07,107.94,113.52,107.90,111.74,111.74,
1998-07-08,111.82,112.25,108.64,108.96,108.96,
1998-07-09,108.93,109.24,107.67,108.05,108.05,
1998-07-10,107.99,107.99,105.17,105.64,105.64,
1998-07-13,105.74,105.86,103.89,104.72,104.72,
1998-07-14,104.82,105.98,104.79,105.73,105.73,
1998-07-15,105.76,107.85,105.76,106.47,106.47,
1998-07-16,107.72,109.11,107.69,108.49,108.49,
1998-07-17,108.66,111.94,108.66,111.94,111.94,
1998-07-20,111.94,112.54,108.84,112.54,112.54,
1998-07-21,112.45,112.63,111.12,112.21,112.21,
1998-07-22,112.40,113.24,109.83,110.34,110.34,
1998-07-23,110.32,110.76,107.67,108.37,108.37,
1998-07-24,108.42,110.01,107.61,110.01,110.01,
1998-07-27,110.04,110.69,109.56,110.69,110.69,
1998-07-28,110.63,111.50,110.03,110.55,110.55,
1998-07-29,110.61,111.67,109.91,111.15,111.15,
1998-07-30,111.19,111.19,109.60,110.23,110.23,
1998-07-31,110.30,111.25,109.40,109.92,109.92,
1998-08-03,109.94,110.16,107.47,108.29,108.29,
1998-08-04,108.29,108.29,103.53,104.50,104.50,
1998-08-05,104.50,104.50,98.82,99.27,99.27,
1998-08-06,99.27,100.67,96.57,96.92,96.92,
1998-08-07,97.02,97.02,93.95,94.20,94.20,
1998-08-10,94.20,94.27,92.80,93.58,93.58,
1998-08-11,93.58,93.58,89.23,89.68,89.68,
1998-08-12,89.63,91.20,88.26,90.03,90.03,
1998-08-13,90.11,91.40,87.97,88.40,88.40,
1998-08-14,88.40,91.92,87.77,91.84,91.84,
1998-08-18,91.94,92.31,88.43,88.71,88.71,
1998-08-19,89.00,90.25,88.24,89.29,89.29,
1998-08-20,89.39,89.39,85.87,87.33,87.33,
1998-08-21,87.25,87.25,83.95,84.13,84.13,
1998-08-24,83.75,83.75,78.78,79.76,79.76,
1998-08-25,79.86,80.82,78.15,79.35,79.35,
1998-08-26,79.40,80.82,77.69,77.69,77.69,
1998-08-27,77.54,77.99,75.46,76.25,76.25,
1998-08-28,76.05,76.05,71.48,71.98,71.98,
1998-08-31,71.55,73.30,67.56,73.30,73.30,
1998-09-01,73.19,73.19,68.26,68.62,68.62,
1998-09-02,69.97,71.26,69.24,69.63,69.63,
1998-09-03,69.59,71.58,69.34,71.07,71.07,
1998-09-04,70.23,70.55,67.55,68.52,68.52,
1998-09-07,68.65,71.60,68.65,71.18,71.18,
1998-09-08,71.13,72.31,69.20,69.36,69.36,
1998-09-09,70.22,70.22,66.88,68.05,68.05,
1998-09-10,67.98,69.03,67.58,68.45,68.45,
1998-09-11,67.84,68.37,66.50,67.40,67.40,
1998-09-14,67.47,68.12,65.39,66.43,66.43,
1998-09-15,66.42,66.98,58.27,58.41,58.41,
1998-09-16,58.72,60.66,56.74,58.17,58.17,
1998-09-17,58.19,58.84,56.74,57.36,57.36,
1998-09-18,57.20,57.20,52.77,53.60,53.60,
1998-09-21,53.60,54.15,49.41,49.70,49.70,
1998-09-22,49.90,51.14,49.36,50.67,50.67,
1998-09-23,51.04,52.14,50.04,50.83,50.83,
1998-09-24,50.83,56.47,50.83,56.47,56.47,
1998-09-25,55.49,55.49,52.97,54.45,54.45,
1998-09-28,54.50,55.45,53.57,54.05,54.05,
1998-09-29,53.91,54.39,53.32,54.31,54.31,
1998-09-30,54.31,55.11,53.58,54.39,54.39,
1998-10-01,54.52,54.57,53.38,53.72,53.72,
1998-10-02,53.75,53.75,50.24,50.76,50.76,
1998-10-05,51.25,52.25,49.67,50.12,50.12,
1998-10-06,50.12,50.12,48.58,49.12,49.12,
1998-10-07,49.14,52.06,49.14,51.43,51.43,
1998-10-08,51.21,58.19,51.21,57.53,57.53,
1998-10-09,57.53,64.48,57.53,62.12,62.12,
1998-10-12,62.13,64.27,62.13,63.06,63.06,
1998-10-13,63.53,64.88,62.91,64.83,64.83,
1998-10-14,64.23,64.23,61.35,61.86,61.86,
1998-10-15,61.92,62.99,61.92,62.42,62.42,
1998-10-16,64.40,71.83,64.40,71.83,71.83,
1998-10-19,72.00,75.81,70.00,71.49,71.49,
1998-10-20,72.31,72.80,68.88,71.45,71.45,
1998-10-21,71.70,71.70,66.81,66.97,66.97,
1998-10-22,66.97,67.60,65.30,65.30,65.30,
1998-10-23,65.30,65.55,63.09,64.58,64.58,
1998-10-26,64.42,65.24,63.93,65.24,65.24,
1998-10-27,65.27,66.47,64.76,66.14,66.14,
1998-10-28,66.16,67.43,64.04,64.47,64.47,
1998-10-29,64.50,64.50,62.25,63.71,63.71,
1998-10-30,63.89,64.16,61.17,61.38,61.38,
1998-11-02,61.51,63.25,61.51,62.96,62.96,
1998-11-03,63.96,66.44,63.96,65.83,65.83,
1998-11-04,65.85,69.98,65.74,69.98,69.98,
1998-11-05,71.46,81.91,71.46,78.39,78.39,
1998-11-06,79.17,80.75,76.56,77.96,77.96,
1998-11-09,77.81,83.80,77.81,81.12,81.12,
1998-11-10,81.10,81.35,78.51,79.23,79.23,
1998-11-11,79.23,80.32,78.52,79.54,79.54,
1998-11-12,79.54,82.07,77.72,78.42,78.42,
1998-11-13,78.42,78.55,77.20,77.86,77.86,
1998-11-16,77.86,78.86,76.81,77.73,77.73,
1998-11-18,77.85,82.21,77.85,81.55,81.55,
1998-11-19,81.59,84.52,81.59,84.52,84.52,
1998-11-20,85.18,90.95,85.18,90.84,90.84,
1998-11-23,90.84,97.13,90.84,96.19,96.19,
1998-11-24,96.18,98.94,93.97,94.55,94.55,
1998-11-25,94.33,94.33,85.76,85.95,85.95,
1998-11-26,85.95,88.95,85.25,87.97,87.97,
1998-11-27,88.06,88.13,86.45,87.31,87.31,
1998-11-30,87.31,88.35,85.82,85.84,85.84,
1998-12-01,85.73,85.95,82.05,85.95,85.95,
1998-12-02,85.95,89.14,85.95,88.19,88.19,
1998-12-03,87.87,88.35,86.64,87.32,87.32,
1998-12-04,87.17,87.17,85.72,86.31,86.31,
1998-12-07,86.46,89.07,86.46,89.06,89.06,
1998-12-08,89.04,90.09,88.89,88.91,88.91,
1998-12-09,89.30,89.98,88.28,88.96,88.96,
1998-12-10,89.11,90.49,88.78,90.47,90.47,
1998-12-11,90.44,91.10,89.17,90.85,90.85,
1998-12-14,90.87,92.24,89.92,90.43,90.43,
1998-12-15,90.44,90.44,88.64,89.18,89.18,
1998-12-16,89.18,93.35,89.18,92.94,92.94,
1998-12-17,92.94,93.01,90.96,91.08,91.08,
1998-12-18,91.06,91.58,90.16,90.56,90.56,
1998-12-21,90.56,91.21,89.78,90.94,90.94,
1998-12-22,90.92,92.39,90.89,91.66,91.66,
1998-12-23,91.41,91.41,89.41,90.07,90.07,
1998-12-24,90.07,90.41,89.71,90.41,90.41,
1998-12-28,90.42,90.59,88.51,89.79,89.79,
1998-12-29,89.79,89.99,88.23,88.87,88.87,
1998-12-30,88.92,89.44,87.50,89.44,89.44,
1999-01-04,88.24,89.22,87.86,89.01,89.01,
1999-01-05,89.01,92.75,88.75,92.63,92.63,
1999-01-06,93.55,97.98,93.55,97.94,97.94,
1999-01-07,99.84,108.24,99.84,106.93,106.93,
1999-01-08,107.13,107.13,101.22,101.66,101.66,
1999-01-11,102.27,102.90,100.56,101.24,101.24,
1999-01-12,101.42,102.85,100.30,101.03,101.03,
1999-01-13,101.00,101.00,94.99,96.11,96.11,
1999-01-14,96.05,96.05,90.64,93.13,93.13,
1999-01-15,92.64,92.64,90.38,91.43,91.43,
1999-01-25,91.43,91.77,84.65,85.94,85.94,
1999-01-26,86.34,90.52,86.34,90.35,90.35,
1999-01-27,90.97,93.57,90.97,93.57,93.57,
1999-01-28,93.49,93.49,92.01,92.32,92.32,
1999-01-29,92.40,94.67,92.40,93.72,93.72,
1999-02-01,93.80,95.41,92.54,92.92,92.92,
1999-02-02,92.85,92.94,91.10,91.79,91.79,
1999-02-03,91.87,93.39,90.89,93.39,93.39,
1999-02-04,93.39,94.51,92.12,92.96,92.96,
1999-02-05,92.96,93.18,91.88,91.88,91.88,
1999-02-08,91.96,92.41,89.26,90.45,90.45,
1999-02-09,90.69,91.39,89.96,91.39,91.39,
1999-02-10,91.62,91.62,89.89,90.23,90.23,
1999-02-11,90.94,92.51,90.74,91.48,91.48,
1999-02-12,91.48,92.64,89.67,90.87,90.87,
1999-02-15,90.87,90.91,89.30,89.95,89.95,
1999-02-16,89.95,90.51,89.81,90.51,90.51,
1999-02-17,90.51,90.88,90.07,90.27,90.27,
1999-02-18,90.27,91.89,89.99,91.89,91.89,
1999-02-19,91.92,93.22,91.79,92.04,92.04,
1999-02-22,92.12,92.30,90.51,90.80,90.80,
1999-02-23,91.26,91.92,89.69,90.53,90.53,
1999-02-24,90.52,91.91,90.37,91.75,91.75,
1999-02-25,91.75,91.75,89.99,90.64,90.64,
1999-02-26,90.71,90.71,89.38,90.18,90.18,
1999-03-01,90.16,90.46,89.68,90.35,90.35,
1999-03-02,90.51,90.86,89.78,90.13,90.13,
1999-03-03,90.24,91.44,89.77,90.48,90.48,
1999-03-04,90.67,90.78,89.79,90.11,90.11,
